date,Revenue,Gross Profit,Operating Income,Pretax Income,Income (Loss) from Cont Ops,Net Income,Net Income Avail to Common,Diluted EPS,EBITDA,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Company
2017-09-30,49.019,23.374,17.343,14.424,12.884,13.885,13.885,1.2041449546813965,29.175,166.121992,23.086,-55.747,38.936,SBOW
2017-12-31,58.694,30.887,25.391,22.37,25.137,24.60855,24.60855,2.1244521141052246,39.949,193.458008,40.786,-60.723,14.882,SBOW
2018-03-31,52.752,26.445,20.869,14.821,8.466,13.48645,13.48645,1.148110032081604,34,203.827,25.156,-12.826,-19.899,SBOW
2018-06-30,51.347,26.324,20.53,10.187,2.319,8.2756,8.2756,0.7066429853439331,33.627,207.443008,27.891,-50.389,28.872,SBOW
2018-09-30,65.034,33.372,27.886,16.84,7.08,14.6166,14.6166,1.2391279935836792,46.652,216.204,34.977,-79.254,41.988,SBOW
2018-12-31,88.152,49.807,47.331,26.915,56.751,32.88115,32.88115,2.794213056564331,70.372,274.827008,33.549,-106.354,70.728,SBOW
2019-03-31,72.064,35.923,32.317,24.67,16.053,22.67715,22.67715,1.9219399690628052,54.332,292.469,50.595,-87.924,35.74,SBOW
2019-06-30,74.703,34.875,32.328,27.313,64.704,51.54576,51.54576,4.373002052307129,57.616,358.883992,49.665,-89.15,41.942,SBOW
2019-09-30,72.014,30.922,28.36,30.466,27.651,29.05404,29.05404,2.469104051589966,54.857,388.385992,52.805,-62.283,8.995,SBOW
2019-12-31,69.85,29.062,26.172,25.066,6.248,22.78665,22.78665,1.9311059713363647,52.914,395.707008,50.108,-48.511,-3.089,SBOW
2020-03-31,53.377,14.433000000000002,11.484,15.797,-5.858,12.22984,12.22984,1.0296269655227661,36.54,391.100984,76.083,-52.76,10.917,SBOW
2020-06-30,24.846,-0.5489999999999992,-4.692,5.012,-305.976,-78.00728,-78.00728,-6.549729824066162,10.637,86.351008,22.917,-31.902,-20.003,SBOW
2011-03-31,251.987008,119.093008,27.317,3.904,-33.431,3.7698,3.7698,0.023927999660372734,99.533,2183.617984,140.622,-271.828992,130.04,RRC
2011-06-30,282.844,139.824992,94.891,64.542,45.776,36.716952,36.716952,0.22296500205993652,173.184992,2244.926976,168.883008,521.073984,-402.799008,RRC
2011-09-30,315.414016,152.219008,90.157,45.234,33.186,26.3662,26.3662,0.15719500184059143,222.456992,2323.75296,138.84,-392.249984,16.455,RRC
2011-12-31,349.478016,183.375008,105.931,73.209,-2.989,46.463648,46.463648,0.2921749949455261,203.023008,2392.420032,161.15,-404.976,169.892,RRC
2012-03-31,314.384992,103.69599999999998,75.797,46.421,-41.8,33.6416,33.6416,0.2116979956626892,175.948,2393.088928,155.976992,-443.859008,410.688,RRC
2012-06-30,315.787008,116.923008,49.675,-5.411,55.676,-9.3851,-9.3851,-0.06655599921941757,158.476992,2416.721024,126.969,-475.847008,226.138,RRC
2012-09-30,357.184,139.191008,60.997,-0.625,-53.836,-0.35075,-0.35075,-0.004801999777555466,185.336992,2281.827008,178.176992,-389.988,211.804,RRC
2012-12-31,418.342016,205.976016,131.649,70.372,52.962,44.8019,44.8019,0.26917698979377747,279.137984,2357.392,185.976,-218.864,32.989,RRC
2013-03-31,419.662016,178.259008,73.459,30.867,-75.61,24.26705,24.26705,0.1515509933233261,188.56,2257.391968,201.248992,-241.004992,39.698,RRC
2013-06-30,430.543008,183.348,128.779,105.474,143.983008,55.581048,55.581048,0.3323279917240143,249.515008,2385.782976,78.64,-87.087,8.537,RRC
2013-09-30,469.433984,184.654976,121.465,84.095,19.178,53.661152,53.661152,0.3336850106716156,258.82,2391.001024,222.976992,-343.040992,120.035,RRC
2013-12-31,481.436992,227.364,130.142,62.223,28.171,68.714752,68.714752,0.4210509955883026,257.1,2414.452032,240.672,-312.303008,71.724,RRC
2014-03-31,511.753984,223.308992,161.694,116.293,32.521,74.650752,74.650752,0.4603410065174103,290.376,2449.681056,181.220992,-276.236992,94.914,RRC
2014-06-30,552.086976,261.362976,180.878,135.39,171.388992,71.305248,71.305248,0.4252839982509613,339.230016,3020.174144,260.302,-236.372,-23.884,RRC
2014-09-30,553.012992,249.17798399999998,235.122,195.934,146.418,117.814096,117.814096,0.6881639957427979,377.572,3168.916992,213.415008,-359.328992,146.09,RRC
2014-12-31,527.256992,208.921984,160.364992,121.465,284.054016,70.439952,65.654952,0.3944379985332489,309.936992,3457.428928,319.415008,-373.518016,54.083,RRC
2015-03-31,437.457984,132.114976,80.575,41.368,27.684,22.0407,22.0407,0.1260180026292801,227.864992,3489.456,210.638,-377.66,167.092992,RRC
2015-06-30,404.617984,86.47200000000001,35.199,-133.506,-118.594,-88.003048,-88.003048,-0.52879798412323,187.094,3381.414144,159.504,-327.208992,167.707008,RRC
2015-09-30,415.857984,87.50598400000001,82.082,39.178,-300.948,7.74155,7.74155,0.04380200058221817,738.307968,3084.681984,145.418,-241.124992,95.676,RRC
2015-12-31,455.892,144.770016,119.611,78.762,-321.827008,45.3424,45.3424,0.27220699191093445,335.528992,2759.65792,175.842,727.222016,-903.083008,RRC
2016-03-31,353.971008,41.64800000000001,-18.936,-56.675,-93.772,-42.374552,-42.374552,-0.2540389895439148,144.664992,2671.344064,90.785,-14.893,-75.834,RRC
2016-06-30,362.672992,35.793984,-42.392,-80.15,-224.936,-46.6579,-46.6579,-0.28327101469039917,79.998,2464.927072,82.416,-59.389,-23.174,RRC
2016-09-30,401.764,57.784991999999995,21.58,-24.387,-41.971,-16.578368,-16.578368,-0.0917539969086647,153.068992,5460.812952,32.636,-92.455,59.979,RRC
2016-12-31,590.257984,193.61798399999998,134.1,87.351,-160.708992,62.657648,62.657648,0.25408101081848145,283.761984,5408.36808,181.231008,-142.098,-39.361,RRC
2017-03-31,606.916992,188.712,144.762,97.661,170.111008,60.351876,60.351876,0.2416429966688156,294.583008,5582.476168,225.862,-193.120992,-32.51,RRC
2017-06-30,565.302016,123.962016,72.188,24.262,69.55,15.209142,15.209142,0.05850299820303917,224.692,5661.891032,185.466,-288.496992,103.006,RRC
2017-09-30,587.515008,127.46700799999998,66.629,17.45,-127.7,10.077769,10.077769,0.041092999279499054,290.056992,5537.479912,189.204,-310.175008,120.98,RRC
2017-12-31,651.062976,187.035968,111.854,60.381,221.184992,33.139768,33.139768,0.12414699792861938,274.772,5774.272256,215.722,-347.264,131.461,RRC
2018-03-31,765.532992,254.99699200000003,186.435008,134.05,49.238,93.582264,93.582264,0.37982699275016785,356.012992,5834.59216,370.572,-335.42,-35.073,RRC
2018-06-30,745.198976,166.28799999999998,105.758,51.896,-79.836,38.06554,38.06554,0.1548130065202713,282.086016,5764.035088,174.943008,-290.220992,115.166,RRC
2018-09-30,810.894016,185.63302400000003,133.442,78.641,48.539,58.594144,58.594144,0.23068200051784515,297.708,5817.288112,229.432,-180.907008,-48.583,RRC
2018-12-31,880.689024,160.387008,131.409,82.248,-1764.422016,80.454552,80.454552,0.3262139856815338,279.318016,4059.431168,215.743008,111.114,-326.668992,RRC
2019-03-31,834.702016,216.48703999999998,158.763008,107.226,1.419,79.902568,79.902568,0.3224790096282959,297.480992,4062.663168,260.694,-211.959008,-48.792,RRC
2019-06-30,689.691008,101.98003200000001,57.008,5.281,115.185,3.9664275,3.9664275,0.012325000017881393,198.512992,4182.2528,184.822,-163.954,-20.849,RRC
2019-09-30,627.777024,71.09503999999998,28.057,-18.94,-27.581,-18.284,-18.284,-0.07370100170373917,168.316,4158.192256,103.915,574.089984,-678.158016,RRC
2019-12-31,637.148032,118.28304,62.976,18.952,-1805.319936,-62.9715,-62.9715,-0.2536340057849884,1294.470016,2347.488256,132.412,-158.699008,26.479,RRC
2020-03-31,560.673984,99.24499200000004,46.343,-1.175,166.195008,-3.8216015,-3.8216015,-0.02642500028014183,226.328992,2474.58816,124.506,-139.864992,15.341,RRC
2020-06-30,502.348992,50.73599999999999,-7.378,-56.002,-167.583008,-45.658432,-45.658432,-0.19086100161075592,97.248,2335.815936,78.762,-124.494,45.772,RRC
2011-03-31,-36.21,0,-197.302,-215.764,-137.200992,-133.566848,-133.566848,-0.38941898941993713,-120.54,1733.693056,195.635008,-355.323008,629.212032,CLR
2011-06-30,602.892032,445.47504,423.232,405.468992,239.194,250.887296,250.887296,0.6974400281906128,507.654016,1975.687936,233.331008,-448.292992,-1.07,CLR
2011-09-30,968.988992,781.984992,755.131008,225.605536,439.143008,123.7802,123.7802,0.34487250447273254,860.227968,2418.617984,240.848,-459.523008,-0.458,CLR
2011-12-31,114.118,-104.208,-129.489,-148.584,-112.064,-86.8492,-86.8492,-0.24024899303913116,-3.926,2308.12608,398.100992,-741.574976,354.743008,CLR
2012-03-31,395.1,144.98800000000003,117.571,217.04784,69.094,137.924992,137.924992,0.38089698553085327,267.844,2379.369088,364.944,-995.115008,619.310016,CLR
2012-06-30,1004.718976,743.462976,708.248,221.396768,405.684,122.816,122.816,0.3407149910926819,872.342016,2791.49696,405.886016,-778.377024,358.944992,CLR
2012-09-30,483.728992,169.60598399999998,135.082,246.00392,44.096,159.511008,159.511008,0.4361414909362793,321.073984,2925.371008,377.067008,-817.635008,670.876032,CLR
2012-12-31,688.972032,366.21904,325.932992,274.552928,220.511008,191.800992,191.800992,0.5175325274467468,520.272,3163.698944,484.168,-1312.242944,604.358976,CLR
2013-03-31,702.643008,353.722016,310.791008,263.862,140.627008,166.232992,166.232992,0.4493345022201538,526.255008,3312.08,458.111008,-873.153024,437.859008,CLR
2013-06-30,1100.752,700.956992,654.633024,593.889024,323.270016,374.127008,374.127008,1.0126454830169678,887.808,3643.340032,698.833984,-977.024,440.056992,CLR
2013-09-30,823.835008,412.128,369.984992,307.812992,167.498,193.920992,193.920992,0.5264599919319153,616.075008,3820.61312,821.507968,-949.211008,-1.203,CLR
2013-12-31,811.219968,378.705984,332.278016,269.404,132.824,169.724,169.724,0.45869600772857666,602.985984,3953.117824,584.841984,-911.622976,263.756,CLR
2014-03-31,972.494976,536.371968,488.023008,425.807008,226.234,268.259008,268.259008,0.7235640287399292,769.137984,4187.761024,690.662016,-1019.48,351.871008,CLR
2014-06-30,886.094976,371.698976,313.575008,241.527008,103.538,152.162,152.162,0.4112975001335144,639.097984,4304.260864,741.790976,-1057.806976,1041.443968,CLR
2014-09-30,1645.328,1082.540992,1025.046976,951.528,533.520992,599.460992,599.460992,1.6179620027542114,1388.681984,4848.210048,845.398016,-1148.973056,-321.097984,CLR
2014-12-31,1297.699968,728.233984,657.478976,583.980992,114.048,361.167008,361.167008,0.9746909737586975,1055.516992,4967.844096,1077.863936,-1361.138944,155.498,CLR
2015-03-31,625.644032,93.93503999999999,34.215,-49.390232,-131.971,-33.819,-33.819,-0.09428299963474274,425.240992,4841.037952,522.190016,-1278.403968,784.382976,CLR
2015-06-30,796.374016,183.04499199999998,138.746,77.936304,0.403,48.45,48.45,0.1295509934425354,585.936,4856.027008,394.622016,-684.899008,267.283008,CLR
2015-09-30,682.668992,98.083008,44.053,-67.770304,-82.423,-43.512,-43.512,-0.11772800236940384,491.995008,4798.576896,498.68,-634.396032,132.031,CLR
2015-12-31,575.48,-10.82297599999999,-62.033,-137.208992,-139.676992,-86.644,-86.644,-0.23653699457645416,398.263008,4668.900096,441.608992,-448.548,3.492,CLR
2016-03-31,450.251008,-125.91699199999998,-161.39,-241.959008,-198.326,-150.467008,-150.467008,-0.41067299246788025,304.060992,4475.120128,278.902016,-358.811008,81.342,CLR
2016-06-30,572.246016,13.68499200000001,-24.235,-105.722,-119.402,-65.638,-65.638,-0.17719200253486633,418.335008,4366.948992,218.819008,-158.983008,-56.181,CLR
2016-09-30,515.704992,-3.176000000000009,-51.552,-133.266,-109.621,-82.79,-82.79,-0.22757799923419952,362.707008,4260.697984,366.167008,-32.427,-330.801984,CLR
2016-12-31,602.753024,104.55401599999999,39.771,-35.323,27.67,-27.803,-27.803,-0.0797090008854866,427.057984,4301.995904,262.031008,17.256,-282.132,CLR
2017-03-31,637.641024,138.56003200000004,86.342,15.612,0.469,6.048,6.048,0.014942999929189682,467.727008,4309.354112,470.200992,-389.271008,-80.385,CLR
2017-06-30,637.123008,112.436,70.046,-2.325,-63.557,-1.985,-1.985,-0.005348999984562397,463.471008,4254.334848,446.371008,-490.048992,43.666,CLR
2017-09-30,730.422016,171.05203200000003,125.657,50.555,10.621,30.819,30.819,0.08303800225257874,550.561984,4276.779008,431.408992,-494.934016,57.08,CLR
2017-12-31,1054.622016,413.48704,349.391008,274.073984,841.913984,153.400992,153.400992,0.40789398550987244,820.513984,5131.203072,731.124992,-434.591008,-263.395008,CLR
2018-03-31,1135.049984,453.249984,408.487008,333.247008,233.946,255.14,255.14,0.6866409778594971,864.046016,5361.220992,886.190976,-628.211008,-203.724,CLR
2018-06-30,1154.556032,478.648064,431.169984,357.590016,242.464,272.876992,272.876992,0.7312089800834656,877.827968,5613.488128,753.801984,-715.392,-6.553,CLR
2018-09-30,1282.699008,560.590976,514.116,441.576,314.168992,337.016992,337.016992,0.9009889960289001,982.574976,5938.810112,860.748032,-759.88,-217.976,CLR
2018-12-31,1124.272,387.971968,335.476,267.051008,199.120992,201.686,201.686,0.5385109782218933,823.918016,6421.8608,955.267008,-756.689024,71.319,CLR
2019-03-31,1138.419968,393.668992,344.215008,277.732992,186.492992,216.61,216.61,0.579135000705719,844.049024,6638.3032,721.507968,-753.070976,13.17,CLR
2019-06-30,1163.603968,407.088,356.772,289.024,236.45,219.136,219.136,0.583420991897583,846.667008,6829.834848,783.395968,-804.673984,-36.626,CLR
2019-09-30,1133.485952,378.21196799999996,328.747008,261.776,157.422,199.388992,199.388992,0.5392699837684631,814.204032,6914.18016,806.972032,-696.182016,-282.001984,CLR
2019-12-31,1212.049024,389.690048,328.956992,264.492,194.108,203.588992,203.588992,0.5519930124282837,884.604992,7108.350816,803.811968,-518.028992,-281.649984,CLR
2020-03-31,880.801024,87.99104000000004,33.443,-29.619,-186.784,-27.567,-27.567,-0.07733500003814697,571.489024,6797.25824,663.817984,-706.739008,521.092,CLR
2020-06-30,176.318,-228.086992,-262.776,-327.216,-242.131008,-248.75,-248.75,-0.6905810236930847,30.807,6571.252,-20.248,-312.204,-178.463008,CLR
2011-03-31,3921.999872,2085.999872,1974,1928.999936,1134,1136.050048,1117.049984,2.865164041519165,2910.000128,25198.000384,1979.000064,-1748.999936,-8,APA
2011-06-30,4386.999808,2329.999872,2227.000064,2185.999872,1259.000064,1293.849984,1274.850048,3.2577829360961914,3256,26667.000064,2744.999936,-1628,-366,APA
2011-09-30,4302.000128,2221.000192,2108.999936,2072,1002,987.100032,968.099968,2.46274995803833,3174.000128,27903.000832,2447.000064,-2248.999936,-719,APA
2011-12-31,4288,2167.000064,2035.000064,2000,1188.999936,1247.149952,1228.150016,3.1253750324249268,3208.999936,28993.000704,2782.000128,-3019.000064,-54,APA
2012-03-31,4496,2215.000064,2087.000064,2047.000064,797,1164,1144.999936,2.9197990894317627,3827.000064,29714.999552,2007.000064,-2641.999872,585,APA
2012-06-30,3892.999936,1572.999936,1440.999936,1396,356,794.649984,775.649984,1.9847439527511597,3372.999936,30673.000704,2792,-4944,2268,APA
2012-09-30,4095.000064,1680.999936,1556.999936,1516.999936,180,668.4,649.4,1.6527479887008667,3585.999872,30714.00064,1623.000064,-2974.000128,1308,APA
2012-12-31,4405.000192,1872.000256,1804,1764,668,739,720,1.814447045326233,3184,31331.000576,2082,-2864,624,APA
2013-03-31,4103.000064,1704,1592,1536.999936,778,809,790,1.9859800338745117,2961.999872,31987.000576,2620.999936,-2592,59,APA
2013-06-30,4036.999936,1595.000064,1468.999936,1416.999936,1037,881,862,2.157646894454956,2696,32720.99968,2759.000064,-2772,-51,APA
2013-09-30,4228.999936,1766.999808,1648,1598,435,1050,1044,2.603666067123413,2904,32981.000192,1978,1030,-1940.999936,APA
2013-12-31,3660,1372.9999359999997,1246,1227.000064,230,388,388,0.9636660218238831,1914,35392.99968,2476.999936,-2782.000128,960,APA
2014-03-31,3599.000064,1501.000064,1382,1355.000064,851,705,705,1.7787879705429077,2588,35177.000448,2292.999936,-1948.999936,-607,APA
2014-06-30,3288.999936,1292.9999360000002,1195.000064,1192,557,576,576,1.4961040019989014,2447.000064,34891.999232,2339.000064,-2542.000128,-916,APA
2014-09-30,3440.999936,1449.999872,1366,992,-1084.999936,487,487,1.2782150506973267,2640.999936,32985.999872,1896,-2449.999872,540,APA
2014-12-31,2683.000064,646.0001279999999,720,901,-3694.000128,334,334,0.8816710114479065,1512.999936,28136.999424,1428.999936,-1448.999936,189,APA
2015-03-31,1630,-98.99993600000006,-138,-207,-4504,-167,-167,-0.44623300433158875,944,23404.999168,650,-2118,928,APA
2015-06-30,2019.000064,618.0001280000001,282,165,-917,178,178,0.4634920060634613,820,17754.999808,1132,4391.000064,-2712,APA
2015-09-30,1526,5.000064000000083,-87,-208,-4119.000064,-33,-33,-0.08730199933052063,785,11972,711,-927,-1079.000064,APA
2015-12-31,1263.000064,-185.99987199999998,-340,-399,-7870.000128,-24,-24,-0.06349200010299683,519,4227.999616,262,-351,-99,APA
2016-03-31,1084,-72.99993600000002,-217,-322,-371,-314,-314,-0.8306879997253418,461,3554.000896,239,-555,-147,APA
2016-06-30,1364.999936,181.9998719999999,-11,-115,-200,-99,-99,-0.26741400361061096,658,8696.000128,744,-411,-136,APA
2016-09-30,1438,308.00000000000006,134,32,-526,-12,-12,-0.031578999012708664,782,7949.000192,651,-396,-226,APA
2016-12-31,1451.000064,327.00006399999995,139,34,-143,-22,-22,-0.05894700065255165,762,7679.000064,796,-298,-351,APA
2017-03-31,1536.999936,489.99993600000005,310,211,267,31,31,0.08157899975776672,886,7823.000448,455,-93,-218,APA
2017-06-30,1404.999936,346.99993600000005,172,32,613,-79,-79,-0.2073490023612976,744,8264.999808,751,-436,-169,APA
2017-09-30,1362,330.00000000000006,161,60,105,14,14,0.03206299990415573,720,8376.999808,554,-94,-185,APA
2017-12-31,1592,589,415,318,518,126,126,0.3283810019493103,988,8791.000576,668,-793,-149,APA
2018-03-31,1691.000064,621.000064,447,348,206,114,114,0.298429012298584,1000,8868.99968,615,-890,-316,APA
2018-06-30,1872,750,578,484,269,181,181,0.4736360013484955,1186,8994.999552,1112.999936,-1024,-194,APA
2018-09-30,1998,829.000064,670,572,161,235,235,0.6100000143051147,1280,8945.999744,1006,-926,-459,APA
2018-12-31,1736.999936,582.9999360000002,358,265,-350,140,140,0.369392991065979,992,8812.000384,1043,-1104,182,APA
2019-03-31,1699.000064,522.000128,335.759488,238.759488,-2,41.76,41.76,0.11106400191783905,1036.759488,8609.000192,598,-938,-47,APA
2019-06-30,1622,482.99993600000005,385,287,-316,155,155,0.4060479998588562,987,8675.000064,856,-894,260,APA
2019-09-30,1486,288.00000000000006,123,28,-117,-107,-107,-0.2838200032711029,887,8407.000704,635,-951,-70,APA
2019-12-31,1755.000064,522.0001279999999,317,212,-3247.000064,243,243,0.6445620059967041,1092.999936,5020,778,-663,-31,APA
2020-03-31,1254,222.00000000000009,33,33,-4622.000128,129,129,0.33312198519706726,599,344.999936,502,-509,188,APA
2020-06-30,596,-208,-369,-338.291136,-378,-209,-209,-0.5529099702835083,49,-44.000256,84,-408,31,APA
2011-03-31,1917.04704,911.026048,340.392,293.663008,133.973,177.01,177.01,0.34314098954200745,908.617984,11788.37888,957.488,-1427.746944,1349.810944,EOG
2011-06-30,2223.205888,1179.619904,553.209024,508.18,295.574016,299.246016,299.246016,0.5568169951438904,1156.15296,12077.184768,1111.751936,-1167.330944,-35.008,EOG
2011-09-30,2373.092096,1246.746112,469.377984,418.568992,540.878016,223.243008,223.243008,0.41524049639701843,1121.062016,12493.84832,1272.283008,-1411.453952,-44.851,EOG
2011-12-31,2674.509056,1470.529024,703.692992,648.374592,120.698,309,309,0.5743545293807983,1397.219968,12640.904448,1236.88704,-1748.409984,-261.412992,EOG
2012-03-31,2738.575872,1449.387904,585.697024,546.059008,324.008992,317.457984,317.457984,0.587879478931427,1334.439936,12991.842816,1077.604992,-1375.320064,-26.885,EOG
2012-06-30,2780.75904,1447.070976,566.12672,520.026688,395.777984,312.440992,312.440992,0.5806635022163391,1374.891648,13355.140864,1495.613056,-1479.236992,-29.862,EOG
2012-09-30,3131.973888,1741.944832,782.865984,737.308032,355.491008,468.673984,468.673984,0.8638384938240051,1608.717056,13793.470208,1436.371968,-1823.782016,1217.581952,EOG
2012-12-31,3156.40192,1804.780928,787.025984,719.265024,-504.999008,437.028992,437.028992,0.811632513999939,1573.369984,13284.763648,1227.186944,-1440.924032,-21.084,EOG
2013-03-31,3364.286976,1925.20704,840.846976,768.792,494.724992,489.859008,489.859008,0.9010639786720276,1687.234944,13756.308736,1424.93504,-1159.739008,-38.722,EOG
2013-06-30,3704.451072,2123.44704,959.391552,902.577536,659.692032,573.830976,573.830976,1.052594542503357,1869.92256,14384.62592,1890.77696,-1726.891008,-39.321,EOG
2013-09-30,3805.964032,2154.646016,1038.063168,989.849152,462.497984,634.307008,634.307008,1.164005994796753,1966.863104,14861.580032,2012.472064,-1876.71296,-49.229,EOG
2013-12-31,3697.561088,2077.15008,928.862016,867.619968,580.193984,548.060992,548.060992,1.0013630390167236,1844.11904,15418.459392,2001.229952,-1551.435008,-446.654016,EOG
2014-03-31,4193.875968,2453.41696,1249.957888,1196.46784,660.928,767.686976,767.686976,1.4047905206680298,2196.448768,16033.314304,2267.673088,-1823.559936,-90.014,EOG
2014-06-30,4326.10304,2504.525056,1283.277056,1239.36,706.353024,796.049024,796.049024,1.4534770250320435,2279.878912,16708.388096,1934.574976,-2289.004032,-84.184,EOG
2014-09-30,4521.107968,2620.092928,1188.653952,1117.612032,1103.618048,720.616,720.616,1.3130220174789429,2228.672,17719.897856,2336.468992,-2018.55296,-69.865,EOG
2014-12-31,3686.396928,1860.454912,803.188992,725.129984,444.588,262.987056,262.987056,0.4793350100517273,1817.118976,17712.581632,2110.438016,-1382.448,-83.671,EOG
2015-03-31,2608.43008,963.411072,186.332992,122.997,-169.748,61.9544,61.9544,0.11367800086736679,1099.121024,17470.497792,960.547008,-1804.221952,892.572032,EOG
2015-06-30,2717.19296,1151.334016,364.142016,313.038016,5.268,197.592352,197.592352,0.3598819971084595,1273.36896,17427.243008,887.372992,-1062.96,-585.499008,EOG
2015-09-30,2244.252928,894.091904,61.975,10.011,-4075.73888,13.512,13.512,0.0205680001527071,784.147008,13284.22272,1131.431936,-1678.215936,-76.37,EOG
2015-12-31,1864.540032,512.4340480000001,-148.135008,-217.208,-284.296,-149.508,-149.508,-0.2736240029335022,621.321984,12943.035392,615.812992,-774.857984,140.218,EOG
2016-03-31,1357.453952,-91.95903999999992,-612.644992,-685.472,-471.776,-455.42,-455.42,-0.8330119848251343,316.246016,12405.487872,291.591008,-568.752,226.064,EOG
2016-06-30,1820.828032,437.7670400000002,-223.422,-315.526016,-292.558016,-209.724992,-209.724992,-0.38317498564720154,639.068992,12056.700672,503.145984,-312.375008,-89.817,EOG
2016-09-30,1980.112,528.846976,-226.167008,-304.936992,-190,-220.806,-220.806,-0.40623199939727783,673.344,11798.312448,759.580992,-382.484,-108.083,EOG
2016-12-31,2363.791872,929.944832,76.278,-12.245,-142.352,-6.691,-6.691,-0.011793999932706356,938.801984,13981.5808,804.745024,10.667,-270.886016,EOG
2017-03-31,2567.215104,1148.251136,202.147008,133.783,28.517,89.402,89.402,0.15522900223731995,1018.182976,13928.230912,898.049024,-836.427008,-114.598,EOG
2017-06-30,2612.621056,1140.835072,164.712,99.271,23.053,46.658,46.658,0.08080500364303589,1030.096,13901.714944,1078.375936,-882.668032,-93.707,EOG
2017-09-30,2661.790976,1221.5590400000003,285.46,216.604,100.541,146.175056,146.175056,0.2488510012626648,1131.682048,13922.264064,961.363008,-1036.388992,-725.148992,EOG
2017-12-31,3447.983104,1890.94208,688.288,625.729024,2430.468096,400.879008,400.879008,0.6958929896354675,1570.033024,16283.273216,1327.548032,-1231.924992,-102.257,EOG
2018-03-31,3733.936896,2227.895936,948.238976,887.009984,638.588992,689.465984,689.465984,1.1877599954605103,1696.829952,16840.638976,1552.166016,-1456.427008,-113.963,EOG
2018-06-30,4363.908096,2719.396096,1090.761984,1018.766976,696.731008,794.862016,794.862016,1.369081974029541,1939.436032,17452.393984,1941.617024,-1633.19104,-113.85,EOG
2018-09-30,4625.866752,2866.985728,1395.547008,1335.22304,1190.951936,1051.018432,1051.018432,1.8093819618225098,2313.726976,18538.4704,2189.596928,-1788.649984,-134.716992,EOG
2018-12-31,4283.858944,2518.876928,964.257984,929.457984,892.768,718.222016,718.222016,1.2392139434814453,1884.221056,19364.187648,2079.822976,-1291.894016,-476.572992,EOG
2019-03-31,4103.904,2407.294976,945.537024,896.243008,635.425984,689.342016,689.342016,1.1929229497909546,1944.131968,19903.797248,1607.76896,-1891.005952,-136.580992,EOG
2019-06-30,4522.7648,2727.021824,1021.195008,979.790016,847.841024,762.342016,762.342016,1.3126510381698608,2112.498944,20630.275584,2686.543104,-1632.674048,-1029.134976,EOG
2019-09-30,4109.658112,2277.16608,661.377024,630.875008,615.121984,485.128,485.128,0.8363620042800903,1752.973952,21124.279808,2061.664,-1456.466048,-182.468992,EOG
2019-12-31,4354.150912,2524.731904,1056.380992,1023.838016,636.521024,786.884992,786.884992,1.358868956565857,2121.588992,21640.716288,1779.202944,-1197.026944,-165.136,EOG
2020-03-31,3579.832064,1755.97504,436.040992,409.459008,9.813,318.033984,318.033984,0.5497919917106628,1436.100992,21470.675456,2584.918016,-1530.942976,-175.268,EOG
2020-06-30,1855.890944,575.0519040000001,-94.865,-153.578,-909.384,-131.188,-131.188,-0.2266869992017746,611.814016,20387.557376,88.074,-845.241984,267.496992,EOG
2011-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2011-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2011-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2012-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2012-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2012-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2012-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2013-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2013-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2013-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,VNOM
2013-12-31,0,0,0,0,0,0,0,0,0,2.988,0,0,0,VNOM
2014-03-31,15.853,9.365,9.221,3.853,3.853,3.853,3.853,0,0,6.841,6.543,-6.878,-0.028,VNOM
2014-06-30,17.249,9.793,9.496,4.109,4.109,4.109,0.941,0.009999999776482582,0,436.671008,7.521,1.603,-2.494,VNOM
2014-09-30,22.767,13.318,11.175,10.869,10.869,10.869,10.869,0.14000000059604645,0,543.518976,15.569,-91.539,82.445,VNOM
2014-12-31,21.898,12.313,10.525,10.803,10.803,10.803,10.803,0.14000000059604645,0,535.351008,22.18,-0.001,-20.573,VNOM
2015-03-31,16.545,6.316,4.764,5.082,5.082,5.082,5.082,0.05999999865889549,0,521.444992,14.553,0.085,-19.927,VNOM
2015-06-30,19.619,9.253,7.946,8.045,8.045,8.045,8.045,0.10000000149011612,0,515.284992,15.62,-0.008,-15.445,VNOM
2015-09-30,18.777,8.354,6.545,6.355,6.355,6.355,6.355,0.07999999821186066,0,505.18,15.8,-32.297,11.46,VNOM
2015-12-31,19.918,9.969,8.543,8.36,4.937,8.36,8.36,0.10293299704790115,0,495.144,17.859,-11.687,-10.584,VNOM
