date,Revenue,Gross Profit,Operating Income,Pretax Income,Income (Loss) from Cont Ops,Net Income,Net Income Avail to Common,Diluted EPS,EBITDA,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Company
2015-12-31,6178.999808,-656.0000000000003,-1248.999936,-1538,-3436.999936,-796.849984,-796.849984,-0.6467270255088806,1132.999936,40081.997824,1596,-626,-975,COP
2016-03-31,5123.999744,-881.000448,-1334,-1772.999936,-1456,-1128.950016,-1128.950016,-0.9071099758148193,913,39407.001472,421,-2064.999936,4136.999936,COP
2016-06-30,5511.000064,-592.0000000000003,-1110,-1335.000064,-1058,-910.946752,-910.946752,-0.7317479848861694,1219.000064,37831.001536,1259.000064,-2122,-1120,COP
2016-09-30,6403.999744,-534.0001279999998,-783,-1152.999936,-1026,-814.300032,-814.300032,-0.6588550209999084,1642,36456.000384,1280,275,-347,COP
2016-12-31,6654.000128,262.0001280000005,-612,-497,-19,-515,-515,-0.4132069945335388,1448.999936,35226.002176,1443.000064,53,-1906,COP
2017-03-31,7466.999808,811.9997439999996,295,37,599,-200.4,-200.4,-0.16118699312210083,2273.999872,35600.999936,1790,-974,-1344,COP
2017-06-30,6728.999936,689.9998719999999,546,308,-3425.999872,165,165,0.13340499997138977,2171.000064,30499.001152,1751.000064,7197.000192,-4599.000064,COP
2017-09-30,6671.000064,759.0000639999995,542,508,436,198.65,198.65,0.15786999464035034,2150.000128,30711.999744,1055,2008,-3827.000064,COP
2017-12-31,8239.000064,1553.9998719999999,488.076928,1148.076928,1598,554.802112,554.802112,0.46546700596809387,2121.076864,30801.000576,2480.999936,-469,-2585.999872,COP
2018-03-31,8755.00032,2302.000128,1971.000064,1946,900,1114.669952,1114.669952,0.9410480260848999,3383.000064,30718.00192,2399.000064,-78,-3776,COP
2018-06-30,8504,2415.9999999999995,1976,2278.000128,1654,1351.000064,1351.000064,1.1453269720077515,3414.000128,31221.998848,3342.000128,-1948.999936,-3003.000064,COP
2018-09-30,9448.999936,2745.999872,2263.000064,2652,1872.999936,1610,1610,1.3759629726409912,3756.999936,32079.000128,3409.999872,-1638,-1263.000064,COP
2018-12-31,9665.999872,2425.999872,2047.000064,1551.36704,1878,1312.950016,1312.950016,1.1312220096588135,3659.000064,32064.00032,3783.000064,-178,-1316.999936,COP
2019-03-31,9150.000128,2383.0000639999994,1800.999936,2015.000064,1846,1134.569984,1134.569984,0.990822970867157,3422.000128,32981.001856,2894.000128,-1476.999936,-1172.999936,COP
2019-06-30,7952.999936,2176.9999360000006,1906,1951.000064,1596.999936,1143.000064,1143.000064,1.0136990547180176,3487.000064,33074,2891.000064,-1460.999936,-1654,COP
2019-09-30,7756.000256,1912.0005120000008,1528.999936,1664.999936,3071.000064,953,953,0.8509359955787659,3193.999872,35238.998336,2336.999936,150,-1132,COP
2019-12-31,7708.000256,1888.0000000000002,1708,1599.000064,743,831,831,0.7509289979934692,3272,35050.00224,2982.000128,-3830.000128,-1270,COP
2020-03-31,6158.000128,663.0000640000001,694,832,-1711.000064,486,486,0.4481079876422882,2104.999936,31387.001344,2104.999936,-1932,-1230,COP
2020-06-30,2748.999936,-727.0000640000001,-1188,-1324,278,-994,-994,-0.9236909747123718,-30,31493.000192,157,-530,-649,COP
2011-03-31,79.643,30.186,1.251,-7.802,-23.247,-4.74255,-4.74255,-0.20243099331855774,33.608,624.600992,15.476,-61.228,6.079,PDCE
2011-06-30,88.217,40.73,1.799,-7.266,8.165,-3.14465,-3.14465,-0.13386599719524384,34.473,637.390976,56.118,-78.523,14.477,PDCE
2011-09-30,95.87,33.476,18.658,8.826,30.868,5.33335,5.33335,0.22628700733184814,52.974,671.205008,33.873,-180.420992,172.087008,PDCE
2011-12-31,103.383,47.874,16.213,6.853,-12.708,5.0508,5.0508,0.2127469927072525,52.02,664.112,61.367,-136.228992,50.79,PDCE
2012-03-31,89.432,47.857,20.186,9.744,6.764,6.0721,6.0721,0.25103700160980225,60,681.232,44.299,67.617,-118.499,PDCE
2012-06-30,61.011,24.067,-1.175,-11.228,19.178,-12.1795,-12.1795,-0.45792800188064575,33.273,858.843968,25.396,-360.247008,339.152,PDCE
2012-09-30,77.758,38.739,11.996,0.639,-28.011,-0.901,-0.901,-0.03273399919271469,44.479,828.810016,39.983,-84.415,41.383,PDCE
2012-12-31,93.302,53.675,8.599,-7.828,-19.626,-4.25235,-4.25235,-0.1414940059185028,48.733,703.180992,65.043,-74.894,9.401,PDCE
2013-03-31,102.655,57.7,27.16,13.803,-40.955,8.34765,8.34765,0.27577298879623413,57.367,665.905024,44.262,-54.256,10.031,PDCE
2013-06-30,100.484,37.271,20.051,6.965,16.502,4.55145,4.55145,0.14467200636863708,47.851,688.128,-2.236,95.67,-52.716,PDCE
2013-09-30,93.902,48.728,14.708,2.881,-13.907,2.3684,2.3684,0.06709799915552139,45.578,951.098016,77.517,-110.944,288.703008,PDCE
2013-12-31,145.764,60.588,41.714,29.108,13.199,18.14545,18.14545,0.494282990694046,82.355,967.593984,39.622,-147.578,2.711,PDCE
2014-03-31,140.328,78.515,28.854,16.858,-1.408,10.03085,10.03085,0.2805060148239136,75.493,968.136032,80.491,-134.988992,8.449,PDCE
2014-06-30,144.132992,69.882992,28.539,16.427,-29.378,-15.29505,-15.29505,-0.4276899993419647,82.282,943.270976,51.099,-157.21,-0.726,PDCE
2014-09-30,129.884,56.629,8.467,-3.315,54.077,-6.2352,-6.2352,-0.174002006649971,59.378,1002.022976,70.375,-157.295008,65.301,PDCE
2014-12-31,110.048,39.799,-1.055,-11.717,83.97,-12.37635,-12.37635,-0.34547799825668335,49.308,1137.359008,34.724,-26.72,-12.755,PDCE
2015-03-31,128.382,46.833,24.61,13.998,17.062,8.61295,8.61295,0.23152999579906464,80.43,1360.230016,81.877,-176.087008,145.638,PDCE
2015-06-30,144.05,50.88,29.102,18.67,-46.87,12.4979,12.4979,0.312173992395401,99.208,1316.586976,64.58,-181.804992,51.107,PDCE
2015-09-30,175.544,67.519,45.958,35.244,-41.494,24.15565,24.15565,0.5977609753608704,126.905,1279.735968,136.548992,-130.825,-3.41,PDCE
2015-12-31,183.134,62.15,31.11,20.104,3.022,23.2365,23.2365,0.5598819851875305,127.495,1287.196992,-33.553,-115.546,-15.361,PDCE
2016-03-31,146.606,23.963999999999988,-1.641,-12.008,-71.53,-7.37895,-7.37895,-0.1782039999961853,95.747,1516.44896,101.15,-122.669,259.214,PDCE
2016-06-30,166.198,33.19,7.249,-3.246,-95.45,-2.1705,-2.1705,-0.04643600061535835,114.263,1424.565024,96.648,-108.135,-117.959,PDCE
2016-09-30,192.220992,48.9,13.757,-6.296,-23.309,-5.3449,-5.3449,-0.11217699944972992,126.684,1986.06,163.032992,-217.972992,1143.533056,PDCE
2016-12-31,211.73,76.972,36.991,16.833,-55.639,13.17585,13.17585,0.22364500164985657,136.536,2622.753888,125.432,-1060.348992,-18.675,PDCE
2017-03-31,193.554,44.38000000000001,13.583,-5.644,46.146,-2.68555,-2.68555,-0.04084499925374985,122.899,2671.176896,139.5,-173.619008,-2.357,PDCE
2017-06-30,229.240992,60.00399999999998,65.753,46.904,41.25,30.1051,30.1051,0.45118600130081177,191.766,2714.442048,132.947,-125.468,-3.562,PDCE
2017-09-30,244.998,67.625008,-6.529,-25.325,-292.536992,-14.6123,-14.6123,-0.22185200452804565,118.709,2426.601912,148.204992,-213.71,-0.357,PDCE
2017-12-31,271.083008,107.899008,66.443,46.882,77.637,34.816952,34.816952,0.5220460295677185,174.96,2507.648896,177.160992,-204.188992,71.274,PDCE
2018-03-31,281.801984,96.60798400000002,55.498,38.117,-13.139,30.3108,30.3108,0.45875900983810425,182.286,2497.374008,205.148992,-338.516,-2.634,PDCE
2018-06-30,312.248992,111.512,70.682,53.341,-160.256992,41.313368,41.313368,0.6210449934005737,206.306,2340.30592,175.708,-235.567008,15.361,PDCE
2018-09-30,327.015008,112.011008,60.028,42.594,-3.434,34.61474,34.61474,0.5238860249519348,207.568,2342.244048,196.976992,-249.592,52.559,PDCE
2018-12-31,366.817984,144.167984,89.554,71.393,178.852992,59.72898,59.72898,0.903560996055603,239.395008,2526.707968,311.468,-264.252,-47.187,PDCE
2019-03-31,316.121984,94.302976,48.508,31.54,-120.176,23.95374,23.95374,0.35777899622917175,201.278,2409.755032,157.1,-246.911008,89.525,PDCE
2019-06-30,330.116,90.852,44.568,25.668,68.548,18.65725,18.65725,0.2832309901714325,214.475008,2378.405896,260.383008,-77.141,-190.880992,PDCE
2019-09-30,312.920992,79.18998400000001,35.398,17.587,15.908,10.29881,10.29881,0.1603890061378479,208.33,2359.755104,233.488992,-248.168,17.772,PDCE
2019-12-31,342.209984,117.39998400000002,76.147,58.727,-20.952,38.5515,38.5515,0.6250889897346497,229.608,2335.506952,182.500992,-80.799,-105.306,PDCE
2020-03-31,368.155008,107.87801600000002,43.433,19.235,-465.015008,-63.707952,-63.707952,-0.6771889925003052,221.471008,2859.963968,266.280992,-330.18,124.18,PDCE
2020-06-30,289.996992,77.54499200000002,39.462,17.699,-221.832,13.65582,13.65582,0.1351429969072342,190.883008,2644.00896,102.981,-198.051008,35.017,PDCE
2011-03-31,210.855008,79.51700800000002,37.548,49.072,17.273,31.32405,31.32405,0.4232749938964844,111.64,439.24,72.725,-40.008,-2.979,WTI
2011-06-30,252.922,116.313008,115.643,80.121,53.052,51.2528,51.2528,0.6924179792404175,273.104992,493.272,229.844992,-482.955008,233.164992,WTI
2011-09-30,245.371008,96.114016,96.133,84.581,52.928,54.768152,54.768152,0.724856972694397,338.049984,545.997008,396.051008,-620.107008,203.067008,WTI
2011-12-31,261.899008,109.916,81.136,77.225,46.065,51.5796,51.5796,0.6844419836997986,409.921984,544.573984,521.478016,-722.670976,177.05,WTI
2012-03-31,235.886,85.026,24.213,44.147,0.032,27.4191,27.4191,0.36903199553489685,112.704,544.416,128.157,-85.126,-39.035,WTI
2012-06-30,215.512992,63.85099200000002,99.1,34.243,50.247,17.64495,16.45995,0.22147999703884125,185.040992,595.166976,113.168,-103.136,-9.987,WTI
2012-09-30,185.946,50.91000000000001,8.26,20.838,-1.471,14.4436,14.4436,0.1941159963607788,85.722,590.979984,110.164,-142.608,30.884,WTI
2012-12-31,237.146,65.494,47.987,30.336,16.67,16.7207,16.7207,0.2106810063123703,152.324992,541.187008,33.648,-326.571008,298.175008,WTI
2013-03-31,259.222,84.776,60.321,40.616,26.618,26.4,26.119,0.34710100293159485,169.192992,563.997984,169.834,-136.74,-33.062,WTI
2013-06-30,235.383008,60.85100800000001,53.823,23.94,22.396,15.325,15.05,0.19599899649620056,153.718,582.177984,127.528,-163.454,32.925,WTI
2013-09-30,244.555008,67.64799999999998,22.9,24.276,14.194,15.52585,15.36685,0.20425699651241302,127.044,593.032,178.471008,-119.673,-52.847,WTI
2013-12-31,244.928,23.800992000000004,0.625,-17.788,-11.886,-11.44335,-11.44335,-0.15412099659442902,139.243008,540.609984,85.525,-194.938,109.986,WTI
2014-03-31,254.516,68.30499200000001,44.717,25.329,11.189,16.059,15.939,0.21095600724220276,168.023008,547.324,118.49,-95.327,-18.628,WTI
2014-06-30,262.994,67.16600000000001,37.944,28.289,9.837,18.403,18.303,0.2420870065689087,166.18,553.387008,152.56,-172.431008,23.383,WTI
2014-09-30,234.520992,28.208992000000002,7.202,-12.193,0.684,-8.27365,-8.34365,-0.11034700274467468,135.872992,550.194016,153.895008,-189.891008,29.369,WTI
2014-12-31,196.676992,-18.576,-41.298,-61.41,-33.371,-40.459,-40.459,-0.5347620248794556,89.591,509.307992,49.028,-134.852992,92.271,WTI
2015-03-31,127.907,-56.35200799999999,-77.118,-98.279,-255.095008,-85.841504,-85.841504,-1.1316230297088623,48.349,256.958016,52.918,-135.167008,66.95,WTI
2015-06-30,149.066,-5.198992000000009,-24.956,-50.733,-260.448992,-43.40692,-43.40692,-0.5718209743499756,78.386,-0.788,27.992,-67.385,36.697,WTI
2015-09-30,126.228,-20.600992000000005,-37.116,-64.631,-477.568,-78.039,-78.039,-1.028331995010376,60.213,-475.75104,104.732,-107.756,4.816,WTI
2015-12-31,104.064,-17.578000000000003,-32.65,-52.654,-51.606,-15.994581,-15.994581,-0.2103859931230545,35.283,-526.490976,-2.239,345.534016,-265.344,WTI
2016-03-31,77.715,-36.105000000000004,-48.443,-74.59,-190.508992,-72.728,-72.728,-0.951587975025177,15.29,-714.463968,29.709,-32.583,288.083008,WTI
2016-06-30,99.655,-1.2280000000000009,-17.463,-47.11,-120.922,-36.50808,-36.50808,-0.47749799489974976,40.03,-832.802944,-40.978,-17.821,-140,WTI
2016-09-30,107.403,12.740000000000002,0.048,-23.497,45.928,-23.55134,-23.55134,-0.2732209861278534,51.548,-677.996992,2.101,-9.654,-90.92,WTI
2016-12-31,115.213,35.754000000000005,10.356,6.574,16.483,6.19114,6.19114,0.04489399865269661,49.239,-659.036928,23.348,-22.338,-4.125,WTI
2017-03-31,124.393,37.515,24.954,10.472,24.299,19.421102,18.363102,0.13353699445724487,64.944,-632.810048,81.183,-23.023,-2.301,WTI
2017-06-30,123.323,45.673,35.664,16.866,33.315,27.237628,25.863628,0.18581800162792206,76.028,-597.956992,-15.598,-22.457,-15.72,WTI
2017-09-30,110.281,34.21,18.579,11.661,-1.297,4.96775,4.96775,0.0355370007455349,55.068,-597.27104,64.735,-28.834,-2.057,WTI
2017-12-31,129.099,48.097,33.732,23.282,23.365,130.179552,130.179552,0.9349960088729858,72.571,-573.508032,29.088,-32.793,-3.401,WTI
2018-03-31,134.213,53.777,38.739,27.749,27.64,27.64,26.495,0.1899999976158142,76.82,-544.64896,74.981,-41.271,-2.057,WTI
2018-06-30,148.463008,67.757008,54.116,41.844,36.083,41.71462,40.24062,0.28964900970458984,93.873,-507.409024,40.211,-36.479,-5.003,WTI
2018-09-30,153.747008,73.137008,57.147,44.172,46.26,44.036316,42.176316,0.30348798632621765,94.116,-459.776,179.66,32.02,-2.057,WTI
2018-12-31,147.82,62.242,42.782,32.015,138.844,31.950076,26.712076,0.19180899858474731,77.829,-324.796032,26.911,-20.655,-312.025984,WTI
2019-03-31,117.653,33.59199999999999,19.483,2.87,-47.761,-7.89839,-7.89839,-0.05623200163245201,53.949,-372.634944,84.845,-31.581,-0.441,WTI
2019-06-30,132.667,46.86800000000001,33.54,20.855,36.389,33.35619,32.69019,0.22842399775981903,72.213,-334.987008,21.471,-41.568,-0.31,WTI
2019-09-30,132.404,39.834999999999994,29.729,14.729,75.899,71.419696,71.419696,0.49813398718833923,69.27,-257.84,80.28,-188.071008,83.823,WTI
2019-12-31,151.287008,52.463007999999995,35.715,20.256,9.559,24.46472,24.46472,0.1737930029630661,74.433,-249.364992,45.631,-52.594,-2.345,WTI
2020-03-31,133.52,33.254,19.291,1.458,65.98,1.8856685,1.8856685,0.0071840002201497555,59.266,-182.33696,84.324,-35.647,-33.536,WTI
2020-06-30,77.819,15.578999999999995,9.951,-5.616,-5.904,-3.1978125,-3.1978125,-0.02258400060236454,39.434,-187.221952,9.154,-4.828,-15.394,WTI
2011-03-31,58.232,32.395,26.413,21.527,-6.847,14.30075,14.30075,0.1553640067577362,40.225,544.915016,22.845,-200.788992,389.414016,OAS
2011-06-30,63.066,36.683,29.81,23.428,33.349,13.75085,13.75085,0.14732599258422852,42.91,579.307984,79.25,-134.235008,0,OAS
2011-09-30,87.417,47.85,40.49,34.228,66.289,20.13445,20.13445,0.2187100052833557,61.349,646.614976,37.587,-173.988,-0.003,OAS
2011-12-31,117.866,66.735,55.83,45.377,-13.401,30.1516,30.1516,0.3230380117893219,83.04,634.237976,36.342,-120.378,391.307008,OAS
2012-03-31,137.275008,72.261008,57.227,43.926,16.441,27.92195,27.92195,0.303070992231369,96.113,651.089016,62.765,-245.132992,-1.206,OAS
2012-06-30,147.89,74.751,61.214,49.09,76.043,28.9882,28.9882,0.3097659945487976,105.427,729.414024,109.095,-156.760992,-0.746,OAS
2012-09-30,189.96,91.545,77.323,52.242,18.314,32.92405,32.92405,0.3571479916572571,135.007008,750.363984,110.268,-461.548992,392.697984,OAS
2012-12-31,218.088,109.002,91.355,72.503,42.59,45.280352,45.280352,0.489082008600235,157.306,795.00496,110.258,-175.162,-1.952,OAS
2013-03-31,249.99,135.848,120.137,99.734,51.851,62.7684,62.7684,0.6778339743614197,186.398,849.107008,170.547008,-217.824,-0.181,OAS
2013-06-30,255.828,131.952,114.904,93.806,67.119,59.879952,59.879952,0.641910970211029,181.694,919.213024,187.26,-188.467008,-3.181,OAS
2013-09-30,297.431008,160.042016,142.851008,120.02,54.499,75.172896,75.172896,0.8126929998397827,215.579008,975.878016,178.874,-1355.25504,1140.220032,OAS
2013-12-31,330.616992,147.160992,119.541,77.924,54.49,48.6413,48.6413,0.5083190202713013,220.816992,1348.548992,161.175008,-683.529984,488.816,OAS
2014-03-31,347.28,168.11,144.21,104.205,169.952992,61.229448,61.229448,0.6132969856262207,235.482,1519.982016,208.267008,34.901,-278.771008,OAS
2014-06-30,360.972992,172.768,151.542,112.687,38.833,71.701552,71.701552,0.7178329825401306,248.818,1564.024,277.987008,-346.952992,39.625,OAS
2014-09-30,368.659008,160.51401600000003,135.499008,118.299,143.844992,77.525504,77.525504,0.5488280057907104,242.471008,1690.086976,187.238,-395.062016,248.060992,OAS
2014-12-31,331.219008,117.77200000000002,92.543,52.666,176.504,26.91365,26.91365,0.2697649896144867,209.356992,1872.300992,199.024,-370.337984,149.931008,OAS
2015-03-31,289.646016,106.192016,82.025,43.171,-18.041,26.5412,26.5412,0.2378769963979721,200.503008,2324.245056,88.361,-250.682,126.698,OAS
2015-06-30,334.123008,141.561008,123.182048,85.968048,-53.23,53.98118,53.98118,0.39337000250816345,242.400048,2276.931968,141.524992,-123.818,-170.579008,OAS
2015-09-30,275.335008,80.767008,57.91,21.646,27.055,10.44172,10.44172,0.07620900124311447,181.644,2309.48192,50.451,-75.858,180.356,OAS
2015-12-31,261.040992,72.596992,47.172,6.921,3.968,4.748824,4.748824,0.034616000950336456,171.064,2319.341952,79.478,-28.79,-53.223,OAS
2016-03-31,203.596,26.388992,1.66,-36.6,-64.455,-29.710808,-29.710808,-0.18674300611019135,124.109,2444.449024,-46.051,-30.355,86.073,OAS
2016-06-30,209.556992,25.812992,3.597,-31.414,-89.931,-20.41311,-20.41311,-0.11720799654722214,126.085,2360.355008,137.452,-85.058,-65.316,OAS
2016-09-30,189.096992,9.793984000000005,-13.54,-45.525,-33.942,-30.745486,-30.745486,-0.17358599603176117,98.408,2387.504,32.018,-96.758,72.041,OAS
2016-12-31,224.392,29.928,5.414,-29.475,-54.688,-19.059022,-19.059022,-0.08769500255584717,124.86,2923.156928,104.599,-858.657024,751.507968,OAS
2017-03-31,277.156,40.13699199999999,14.814,-21.491,23.825,-14.570124,-14.570124,-0.06251399964094162,141.48,2953.47392,107.799,-104.766,-0.474,OAS
2017-06-30,253.152,32.855007999999984,7.64,-29.364,16.568,-13.640198,-13.640198,-0.058591000735759735,132.931,2977.610048,102.062,-154.375008,49.968,OAS
2017-09-30,312.843008,64.01300800000001,40.628,2.634,-41.064,-2.072744,-2.072744,-0.012292000465095043,172.916992,3058.644984,88.876,-183.814,91.986,OAS
2017-12-31,397.008992,109.95200000000001,77.735,40.869,128.117,25.073682,25.073682,0.10441099852323532,224.291008,3513.579072,209.139008,-271.804992,70.898,OAS
2018-03-31,436.838016,104.81302400000001,76.104,38.775,3.712,26.69724,26.69724,0.08948899805545807,225.368992,3886.158032,228.359008,-812.568,585.224,OAS
2018-06-30,513.902016,108.50502399999999,79.658,38.966,-316.300992,-86.044072,-86.044072,-0.27483800053596497,233.228,3574.250976,303.656992,-344.166016,39.846,OAS
2018-09-30,481.257984,134.16,76.986,37.537,66.223,21.56594,21.56594,0.06886400282382965,239.97,3644.082912,229.984992,-96.969,-133.196,OAS
2018-12-31,548.24,62.424992000000024,28.377,-13.117,226.866,-14.082147,-14.082147,-0.049160998314619064,198.854,3918.879872,234.42,-359.832992,130.711,OAS
2019-03-31,589.177984,102.72998399999999,67.441,22.927,-107.978,-12.225294,-12.225294,-0.043549999594688416,268.950016,3811.135072,174.926,-224.002,42.328,OAS
2019-06-30,519.588,93.86800000000001,62.055,19.148,51.174,14.573239,14.573239,0.04626699909567833,246.212,3866.457904,214.006,-303.651008,94.461,OAS
2019-09-30,475.62,55.58198400000002,22.07,-21.354,30.311,-34.145008,-34.145008,-0.11272899806499481,237.888,3899.660896,250.962,-143.163008,-108.632,OAS
2019-12-31,492.209984,72.354976,42.805,-2.133,-64.154,-10.895823,-10.895823,-0.034543998539447784,254.854,3837.080992,252.959008,-157.94,-94.425,OAS
2020-03-31,392.817984,-12.714016000000003,-71.204,-166.898,-4334.275072,-353.647488,-353.647488,-1.1198999881744385,132.551,-499.171936,107.775,-130.768,136.976,OAS
2020-06-30,305.400992,170.064,131.191,87.64,-89.349,36.408024,36.408024,0.11462400108575821,164.320992,-589.910976,-47.88,18.334,-27.048,OAS
2011-03-31,46.772,35.44100000000001,31.342,31.184,12.896,11.239,11.239,0.1899999976158142,37.44,209.925,13.795,-1.929,-0.491,EGY
2011-06-30,58.547,46.195,42.512,43.151,13.51,11.787,11.787,0.20000000298023224,49.057,222.14,27.266,-5.507,0.099,EGY
2011-09-30,37.35,27.724,19.819,20.572,3.455,2.399,2.399,0.03999999910593033,24.972,224.046992,13.281,-11.607,-3.566,EGY
2011-12-31,67.767,48.749,43.863,44.098,10.701,8.72,11.95375,0.20704500377178192,51.663,233.067,35.243,-9.333,-1.346,EGY
2012-03-31,45.286,34.757000000000005,30.106,30.347,10.527,9.018,9.018,0.15000000596046448,35.109,244.263,15.161,-10.372,-1.599,EGY
2012-06-30,58.818,45.431,38.632,39.046,12.317,10.424,10.424,0.18000000715255737,45.483,257.389,12.857,-16.761,1.371,EGY
2012-09-30,37.63,26.828,23.214,23.223,1.412,5.059,5.059,0.08402500301599503,28.075,257.154,16.785,-16.319,-1.998,EGY
2012-12-31,53.553,41.63399999999999,2.261,2.156,-18.917,-13.964,-18.917,-0.33000001311302185,5.459,212.525008,49.155,-28.385,-26.234,EGY
2013-03-31,44.137,32.127,21.503,21.434,7.188,7.188,7.188,0.11999999731779099,25.129,221.254008,-8.969,-19.19,0,EGY
2013-06-30,29.118,18.672,11.666,11.68,7.121,7.121,7.121,0.11999999731779099,15.097,227.869,-0.576,-22.153,-1.204,EGY
2013-09-30,37.74,21.21,8.104,8.048,2.386,2.386,2.386,0.03999999910593033,12.058,221.875008,46.35,-15.674,-8.919,EGY
2013-12-31,58.282,43.724,35.952,36.025,26.377,26.375,26.377,0.463128000497818,41.87,250.874008,38.596,-10.927,2.396,EGY
2014-03-31,28.071,14.261,-0.65,-0.912,-7.038,-7.038,-7.038,-0.11999999731779099,3.51,245.253008,-23.542,-24.544,-1.722,EGY
2014-06-30,52.098,40.255,33.828,33.72,24.712,24.712,24.712,0.4300000071525574,40.823,271.228,64.102,-26.683,0.428,EGY
2014-09-30,24.486,13.052,6.687,6.87,3.109,3.109,3.109,0.05000000074505806,10.976,278.102008,14.194,-16.812,17.548,EGY
2014-12-31,23.037,8.32,4.071,3.599,-98.332,0.009,0.009,0.000155999994603917,8.713,180.463,-31.364,-33.359,0.276,EGY
2015-03-31,18.239,2.3929999999999993,-29.879,-30.241,-39.005,-35.495648,-35.495648,-0.6121950149536133,-23.944,143.586,-0.601,-22.343,0.445,EGY
2015-06-30,27.137,8.971000000000002,4.791,4.89,-5.204,-1.42035,-1.42035,-0.025103000923991203,14.09,139.067,27.554,-13.065,0.007,EGY
2015-09-30,17.546,1.4279999999999988,-14.133,-12.973,-33.668,-21.9758,-21.9758,-0.37976399064064026,-5.874,106.091,10.566,-30.913,0,EGY
2015-12-31,17.523,-5.452999999999998,-16.729,-18.142,-80.779,-22.384,-22.384,-0.38280901312828064,-7.212,26.076,1.356,-16.689,-0.011,EGY
2016-03-31,10.976,-2.5149999999999997,-13.515,-13.745,-15.43,-15.43,-15.43,-0.25999999046325684,-11.277,18.831,-0.18,-1.021,0,EGY
2016-06-30,18.847,9.564,4.615,3.081,-0.498,-0.1223,-0.1223,-0.003573999973013997,6.557,19.327,1.809,-12.207,-0.077,EGY
2016-09-30,14.635,5.866,3.031,2.749,0.184,0.42255,0.42255,0.002901999978348613,4.632,3.209,13.971,14.883,-0.016,EGY
2016-12-31,15.326,2.357,0.837,-0.034,-3.355,-2.73295,-2.73295,-0.049375999718904495,1.976,-0.358,-3.416,-2.942,-0.051,EGY
2017-03-31,21.266,11.451,8.211,7.872,4.435,4.59295,4.59295,0.07269600033760071,10.08,4.076,4.098,-0.768,0.455,EGY
2017-06-30,20.425,8.589,5.587,5.417,2.451,2.3665,2.3665,0.03855900093913078,7.557,6.925,-1.525,0.05,-2.083,EGY
2017-09-30,18.178,6.1419999999999995,3.721,3.522,-0.148,0.45065,0.45065,0.0031369999051094055,5.421,6.719,0.659,-0.268,-2.092,EGY
2017-12-31,17.156,4.688999999999999,2.495,4.934,3.534,2.17365,2.17365,0.03687199950218201,3.413,10.289,5.725,-0.513,-2.095,EGY
2018-03-31,27.645,15.561,13.014,12.729,8.711,8.69204,8.69204,0.14766600728034973,14.138,19.097,15.067,-0.423,-2.083,EGY
2018-06-30,24.426,10.573999999999998,5.409,5.154,0.887,1.42815,1.42815,0.02416899986565113,6.444,20.483,15.589,-0.553,-6.638,EGY
2018-09-30,25.266,16.655,14.001,14.109,78.626,76.814528,76.814528,1.2502150535583496,15.131,99.295,5.384,-12.229,0.066,EGY
2018-12-31,27.606,16.142,11.848,12.908,10.504,3.43982,3.43982,0.053130000829696655,14.155,109.827,1.136,-0.922,-0.025,EGY
2019-03-31,19.765,9.993,5.583,5.532,0.83,2.36971,2.36971,0.03537299856543541,10.695,116.298,13.485,-0.788,-0.058,EGY
2019-06-30,25.23,13.502,6.37,6.858,-0.871,-2.03941,-2.03941,-0.03410299867391586,12.054,115.672,3.096,-0.375,-0.187,EGY
2019-09-30,17.603,6.258000000000001,1.501,1.556,-3.858,-5.64893,-5.64893,-0.10037899762392044,7.83,109.887,12.47,-2.219,-2.047,EGY
2019-12-31,21.923,9.996,7.397,8.015,1.051,3.19664,3.19664,0.05491400137543678,13.783,109.72,-2.579,-6.966,-1.363,EGY
2020-03-31,18.389,5.537000000000001,3.942,4.745,-52.737,-33.77384,-33.77384,-0.5829079747200012,11.235,56.413,27.627,-11.98,-0.652,EGY
2020-06-30,17.974,3.047,-0.966,5.59,0.585,6.31566,6.31566,0.10950099676847458,6.17,56.731,-7.388,-8.117,-0.338,EGY
2011-03-31,428.630016,231.592016,208.740992,205.556,118.162,130.962,130.962,1.5187269449234009,293.767008,2721.546944,265.276992,-322.651008,-2.606,XEC
2011-06-30,467.248992,258.437984,240.862,241.892,166.748992,152.548992,152.548992,1.77504301071167,333.416,2887.60096,373.814016,-408.892992,-5.917,XEC
2011-09-30,435.556,214.414,198.05,199.628,128.152,131.552,131.552,1.5294500589370728,306.308992,3013.406976,332.432,-275.182016,-13.24,XEC
2011-12-31,433.164992,204.689984,187.012992,188.76,116.869,119.420248,119.420248,1.3895859718322754,301.148,3130.612992,320.752,-422.72,47.214,XEC
2012-03-31,423.036,190.296992,169.276,173.138,106.107,108.707,108.707,1.260180950164795,287.537984,3230.461952,251.892,-409.940992,160.048992,XEC
2012-06-30,353.121984,125.34297600000002,105.306,108.575,64.302,68.517952,67.224952,0.7900000214576721,228.984,3291.974016,323.04,-373.072992,142.559008,XEC
2012-09-30,406.912,160.64199999999997,135.363008,137.53,84.262,87.66188,87.66188,1.0313529968261719,274.862016,3377.947008,261.216,-428.924,76.187,XEC
2012-12-31,440.868,195.824,177.252992,173.676,99.152,109.82904,109.82904,1.263118028640747,319.224,3474.736,356.616,-203.134,-89.355,XEC
